Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","250","France","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2018","2018","t","6332.15","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2019","2019","t","2763.08","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2020","2020","t","1775.83","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2017","2017","t","142.24","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2018","2018","t","169.29","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2019","2019","t","79.2","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2020","2020","t","101.7","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2017","2017","t","2203.97","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2018","2018","t","2811.04","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2019","2019","t","1442.59","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2020","2020","t","1672.45","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2017","2017","t","183.52","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2018","2018","t","202.39","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2019","2019","t","92.15","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2020","2020","t","97.21","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1337","Fung & Bact - nes","2017","2017","t","8248.39","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1337","Fung & Bact - nes","2018","2018","t","11525.96","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1337","Fung & Bact - nes","2019","2019","t","5515.77","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1337","Fung & Bact - nes","2020","2020","t","5918.11","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1341","Plant Growth Regulators","2017","2017","t","3503.8","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1341","Plant Growth Regulators","2018","2018","t","3560.81","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1341","Plant Growth Regulators","2019","2019","t","1786.35","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1341","Plant Growth Regulators","2020","2020","t","2076.14","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1345","Rodenticides","2017","2017","t","0","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1345","Rodenticides","2018","2018","t","0.02","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1345","Rodenticides","2019","2019","t","0.03","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1345","Rodenticides","2020","2020","t","0.11","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1346","Rodenticides – Anti-coagulants","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1346","Rodenticides – Anti-coagulants","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1346","Rodenticides – Anti-coagulants","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1346","Rodenticides – Anti-coagulants","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1348","Rodenticides – Cyanide Generators","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1348","Rodenticides – Cyanide Generators","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1348","Rodenticides – Cyanide Generators","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1348","Rodenticides – Cyanide Generators","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1349","Rodenticides – Hypercalcaemics","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1349","Rodenticides – Hypercalcaemics","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1349","Rodenticides – Hypercalcaemics","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1349","Rodenticides – Hypercalcaemics","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1350","Rodenticides – Narcotics","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1350","Rodenticides – Narcotics","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1350","Rodenticides – Narcotics","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1350","Rodenticides – Narcotics","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1347","Rodenticides – Other","2017","2017","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1347","Rodenticides – Other","2018","2018","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1347","Rodenticides – Other","2019","2019","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1347","Rodenticides – Other","2020","2020","","","","",""
"RP","Pesticides Use","250","France","5157","Agricultural Use","1355","Other Pesticides nes","2017","2017","t","651.55","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1355","Other Pesticides nes","2018","2018","t","644.94","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1355","Other Pesticides nes","2019","2019","t","748.56","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1355","Other Pesticides nes","2020","2020","t","1048.55","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","48306.98","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5172","Use per capita","1357","Pesticides (total)","2017","2017","kg/cap","0.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5173","Use per value of agricultural production","1357","Pesticides (total)","2017","2017","g/Int$","0.93","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","44960.61","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","3.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5172","Use per capita","1357","Pesticides (total)","2018","2018","kg/cap","0.54","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5173","Use per value of agricultural production","1357","Pesticides (total)","2018","2018","g/Int$","0.92","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","45180.98","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","3.79","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5172","Use per capita","1357","Pesticides (total)","2019","2019","kg/cap","0.54","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5173","Use per value of agricultural production","1357","Pesticides (total)","2019","2019","g/Int$","0.9","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","47973.6","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","4.04","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5172","Use per capita","1357","Pesticides (total)","2020","2020","kg/cap","0.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5173","Use per value of agricultural production","1357","Pesticides (total)","2020","2020","g/Int$","0.94","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1309","Insecticides","2017","2017","t","14732.45","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1309","Insecticides","2018","2018","t","16391.89","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1309","Insecticides","2019","2019","t","18757.89","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1309","Insecticides","2020","2020","t","21347.82","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","2017","2017","t","0.67","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","2018","2018","t","1.16","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","2019","2019","t","1.37","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","2020","2020","t","3.62","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2017","2017","t","65.14","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2018","2018","t","114.27","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2019","2019","t","126.61","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2020","2020","t","6.37","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2017","2017","t","151.85","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2018","2018","t","113.63","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2019","2019","t","148.55","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2020","2020","t","85.69","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2017","2017","t","125.6","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2018","2018","t","132.65","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2019","2019","t","113.06","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2020","2020","t","121.25","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2017","2017","t","31","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2018","2018","t","15","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2019","2019","t","25","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides - Biopesticides","2020","2020","t","20","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides - nes","2017","2017","t","14389.19","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides - nes","2018","2018","t","16030.18","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides - nes","2019","2019","t","18341.73","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides - nes","2020","2020","t","21075.12","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1354","Mineral Oils","2017","2017","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1354","Mineral Oils","2018","2018","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1354","Mineral Oils","2019","2019","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1354","Mineral Oils","2020","2020","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2017","2017","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2018","2018","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2019","2019","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2020","2020","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1320","Herbicides","2017","2017","t","16752.41","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1320","Herbicides","2018","2018","t","14570.15","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1320","Herbicides","2019","2019","t","13945.89","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1320","Herbicides","2020","2020","t","14589.32","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2017","2017","t","1129.49","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2018","2018","t","685.34","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2019","2019","t","554.53","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2020","2020","t","587.87","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1322","Herbicides – Triazines","2017","2017","t","2374.09","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1322","Herbicides – Triazines","2018","2018","t","2321.37","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1322","Herbicides – Triazines","2019","2019","t","2306.29","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1322","Herbicides – Triazines","2020","2020","t","2433.28","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1323","Herbicides – Amides","2017","2017","t","3401.65","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1323","Herbicides – Amides","2018","2018","t","3020.09","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1323","Herbicides – Amides","2019","2019","t","2906.54","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1323","Herbicides – Amides","2020","2020","t","3123.64","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1324","Herbicides – Carbamates","2017","2017","t","237.4","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1324","Herbicides – Carbamates","2018","2018","t","294.48","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1324","Herbicides – Carbamates","2019","2019","t","355.1","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1324","Herbicides – Carbamates","2020","2020","t","143.47","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1325","Herbicides – Dinitroanilines","2017","2017","t","741.84","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1325","Herbicides – Dinitroanilines","2018","2018","t","622.15","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1325","Herbicides – Dinitroanilines","2019","2019","t","598.71","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1325","Herbicides – Dinitroanilines","2020","2020","t","675.08","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1326","Herbicides – Urea derivates","2017","2017","t","1037.67","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1326","Herbicides – Urea derivates","2018","2018","t","935.33","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1326","Herbicides – Urea derivates","2019","2019","t","1012.17","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1326","Herbicides – Urea derivates","2020","2020","t","664.51","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1328","Herbicides – Sulfonyl ureas","2017","2017","t","113.35","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1328","Herbicides – Sulfonyl ureas","2018","2018","t","99.04","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1328","Herbicides – Sulfonyl ureas","2019","2019","t","129.74","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1328","Herbicides – Sulfonyl ureas","2020","2020","t","133.56","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1329","Herbicides – Bipiridils","2017","2017","t","143.57","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1329","Herbicides – Bipiridils","2018","2018","t","165.15","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1329","Herbicides – Bipiridils","2019","2019","t","83.84","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1329","Herbicides – Bipiridils","2020","2020","t","0","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1330","Herbicides – Uracil","2017","2017","t","23.57","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1330","Herbicides – Uracil","2018","2018","t","28.16","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1330","Herbicides – Uracil","2019","2019","t","46.63","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1330","Herbicides – Uracil","2020","2020","t","14.45","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1327","Herbicides - nes","2017","2017","t","7549.78","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1327","Herbicides - nes","2018","2018","t","6399.05","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1327","Herbicides - nes","2019","2019","t","5952.34","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1327","Herbicides - nes","2020","2020","t","6813.48","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1331","Fungicides and Bactericides","2017","2017","t","13266.13","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1331","Fungicides and Bactericides","2018","2018","t","11681.86","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1331","Fungicides and Bactericides","2019","2019","t","10217.44","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1331","Fungicides and Bactericides","2020","2020","t","9504.73","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1332","Fung & Bact – Inorganics","2017","2017","t","3506.57","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1332","Fung & Bact – Inorganics","2018","2018","t","3268.72","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1332","Fung & Bact – Inorganics","2019","2019","t","2695.48","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1332","Fung & Bact – Inorganics","2020","2020","t","2828.95","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2017","2017","t","1693.1","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2018","2018","t","1643.52","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2019","2019","t","1512.87","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1333","Fung & Bact – Dithiocarbamates","2020","2020","t","1680.64","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2017","2017","t","112.42","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2018","2018","t","75.86","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2019","2019","t","46.77","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1334","Fung & Bact – Benzimidazoles","2020","2020","t","32.36","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2017","2017","t","2179.56","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2018","2018","t","1859.97","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2019","2019","t","1704.45","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1335","Fung & Bact – Triazoles, diazoles","2020","2020","t","1712.59","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2017","2017","t","357.44","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2018","2018","t","291.54","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2019","2019","t","293.32","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1336","Fung & Bact – Diazines, morpholines","2020","2020","t","50.53","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2017","2017","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2018","2018","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2019","2019","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1338","Fung & Bact - Biopesticides","2020","2020","","","","",""
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1337","Fung & Bact - nes","2017","2017","t","5417.05","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1337","Fung & Bact - nes","2018","2018","t","4542.25","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1337","Fung & Bact - nes","2019","2019","t","3964.55","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1337","Fung & Bact - nes","2020","2020","t","3199.66","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1341","Plant Growth Regulators","2017","2017","t","3381.09","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1341","Plant Growth Regulators","2018","2018","t","2137.86","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1341","Plant Growth Regulators","2019","2019","t","2089.35","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1341","Plant Growth Regulators","2020","2020","t","2232.72","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1345","Rodenticides","2017","2017","t","3.29","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1345","Rodenticides","2018","2018","t","4.55","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1345","Rodenticides","2019","2019","t","10.02","X","Figure from international organizations","Figure from international organizations"
