contig,Host_group
NODE_C2_length_18312_cov_25.073979_BE_16558_aut_rec_d,Bifidobacterium
NODE_C2_length_18416_cov_16.902885_RO_17382_sum_rec_d,Bifidobacterium
NODE_C2_length_18498_cov_38.468650_BE_16562_spr_rec_d,Bifidobacterium
NODE_C2_length_18525_cov_18.203491_DE_18027_aut_rec_d,Bifidobacterium
NODE_C2_length_19216_cov_45.333351_BE_16560_spr_rec_d,Bifidobacterium
NODE_C2_length_32192_cov_24.086377_BE_16563_sum_rec_d,Bifidobacterium
NODE_C3_length_16496_cov_50.734089_BE_16557_aut_rec_d,Lactobacillus
NODE_C3_length_19603_cov_26.171925_BE_16561_aut_rec_d,Bifidobacterium
NODE_C3_length_31721_cov_11.098312_NL_19104_aut_rec_d,Bifidobacterium
NODE_C4_length_18278_cov_37.687709_NL_19103_aut_rec_d,Bifidobacterium
NODE_C4_length_18736_cov_17.473230_DE_18029_sum_rec_d,Bifidobacterium
NODE_A100_length_4425_cov_7.182613_PT_19410_aut_mid_d,unknown
NODE_A100_length_6310_cov_30.281245_DE_18030_spr_mid_d,unknown
NODE_A100_length_6643_cov_545.602498_CH_17691_sum_rec_d,unknown
NODE_A1015_length_2393_cov_3.595855_DE_18030_spr_mid_d,unknown
NODE_A1016_length_2392_cov_5.037149_DE_18030_spr_mid_d,unknown
NODE_A101_length_12813_cov_29.847440_NL_19104_aut_rec_d,unknown
NODE_A101_length_3113_cov_6.453887_FR_19770_aut_mid_d,unknown
NODE_A101_length_3473_cov_32.191402_BE_16563_aut_mid_d,unknown
NODE_A101_length_5071_cov_18.948338_NL_19101_sum_mid_d,unknown
NODE_A102_length_3411_cov_5.833533_CH_17687_sum_mid_d,unknown
NODE_A102_length_3438_cov_6.016662_BE_16561_aut_mid_d,unknown
NODE_A1035_length_2913_cov_7.917137_CH_17688_aut_mid_d,unknown
NODE_A1038_length_3335_cov_141.036219_NL_19104_spr_mid_d,unknown
NODE_A103_length_2314_cov_4.437193_BE_16559_aut_mid_d,unknown
NODE_A103_length_3952_cov_12.930323_BE_16558_aut_mid_d,unknown
NODE_A103_length_4232_cov_5.780746_NL_19103_aut_mid_d,unknown
NODE_A103_length_5666_cov_26.659689_PT_19413_spr_mid_d,unknown
NODE_A104_length_3198_cov_5.078821_DE_18027_spr_mid_d,unknown
NODE_A104_length_4177_cov_46.765610_NL_19100_aut_mid_d,unknown
NODE_A104_length_4194_cov_7.550158_NL_19103_aut_mid_d,unknown
NODE_A104_length_4959_cov_6.378329_DE_18029_spr_mid_d,unknown
NODE_A1069_length_2731_cov_4.976639_NL_19103_spr_mid_d,unknown
NODE_A106_length_5468_cov_37.952884_DE_18032_sum_mid_d,unknown
NODE_A107_length_4175_cov_5.982918_NL_19103_aut_mid_d,unknown
NODE_A108_length_4311_cov_8.448748_BE_16562_sum_mid_d,unknown
NODE_A108_length_5958_cov_21.633566_BE_16557_sum_mid_d,unknown
NODE_A109_length_2753_cov_5.069133_RO_26022_aut_mid_d,unknown
NODE_A109_length_3266_cov_24.559737_BE_16561_aut_mid_d,unknown
NODE_A109_length_4160_cov_7.584374_NL_19103_aut_mid_d,unknown
NODE_A109_length_5413_cov_8.454648_PT_19413_spr_mid_d,unknown
NODE_A10_length_15734_cov_17.925209_DE_18032_sum_mid_d,unknown
NODE_A10_length_19243_cov_163.893562_NL_19104_aut_mid_d,unknown
NODE_A10_length_20699_cov_15.224372_CH_17690_aut_rec_d,unknown
NODE_A10_length_21267_cov_204.033546_CH_17687_sum_rec_d,unknown
NODE_A10_length_25980_cov_12.382157_NL_19104_aut_ile_d,unknown
NODE_A10_length_26239_cov_28.179879_UK_14502_sum_rec_d,unknown
NODE_A10_length_27146_cov_16.734419_BE_16560_spr_mid_d,unknown
NODE_A10_length_31473_cov_26.909797_NL_19101_spr_mid_d,unknown
NODE_A10_length_33010_cov_341.983330_NL_19101_spr_rec_d,unknown
NODE_A10_length_33355_cov_32.379199_BE_16557_sum_rec_d,unknown
NODE_A10_length_35643_cov_241.518192_BE_16557_aut_rec_d,unknown
NODE_A10_length_36036_cov_46.027559_BE_16556_spr_mid_d,unknown
NODE_A10_length_37053_cov_15.348794_PT_19407_sum_rec_d,unknown
NODE_A10_length_37197_cov_17.538335_BE_16560_sum_rec_d,unknown
NODE_A10_length_37663_cov_91.912946_NL_19104_spr_mid_d,unknown
NODE_A10_length_39966_cov_76.452581_BE_16556_sum_rec_d,unknown
NODE_A10_length_43122_cov_23.584551_UK_14502_sum_mid_d,unknown
NODE_A10_length_6590_cov_113.899432_NL_19104_sum_mid_d,unknown
NODE_A1104_length_2799_cov_3.207935_BE_16560_aut_ile_d,unknown
NODE_A110_length_2729_cov_20.776772_RO_26022_aut_mid_d,unknown
NODE_A110_length_4041_cov_11.557265_NL_19100_aut_mid_d,unknown
NODE_A111_length_2833_cov_7.951379_FR_19768_sum_mid_d,unknown
NODE_A112_length_2650_cov_4.229304_RO_26024_aut_mid_d,unknown
NODE_A112_length_3808_cov_5.396140_BE_16558_aut_mid_d,unknown
NODE_A113_length_2906_cov_14.115589_PT_19408_spr_mid_d,unknown
NODE_A113_length_3184_cov_10.505954_BE_16561_aut_mid_d,unknown
NODE_A113_length_3730_cov_6.295374_BE_16558_aut_mid_d,unknown
NODE_A114_length_3167_cov_7.856958_BE_16561_aut_mid_d,unknown
NODE_A114_length_3703_cov_6.000000_BE_16558_aut_mid_d,unknown
NODE_A114_length_3940_cov_4.917163_DE_18033_aut_mid_d,unknown
NODE_A114_length_3959_cov_16.240082_NL_19100_aut_mid_d,unknown
NODE_A114_length_5634_cov_8.093756_BE_16557_sum_mid_d,unknown
NODE_A1152_length_2824_cov_8.454314_NL_19103_spr_rec_d,unknown
NODE_A115_length_3935_cov_5.725505_NL_19100_aut_mid_d,unknown
NODE_A115_length_4775_cov_49.828438_DE_18029_spr_mid_d,unknown
NODE_A115_length_5129_cov_38.568686_NL_19100_sum_mid_d,unknown
NODE_A116_length_2596_cov_3.243351_CH_17685_sum_mid_d,unknown
NODE_A116_length_5619_cov_24.599242_BE_16557_sum_mid_d,unknown
NODE_A117_length_11880_cov_15.178260_BE_16563_aut_rec_d,unknown
NODE_A117_length_2716_cov_3.148541_PT_19407_sum_mid_d,unknown
NODE_A117_length_3543_cov_10.148009_BE_16561_sum_mid_d,unknown
NODE_A117_length_3917_cov_4.579427_NL_19100_aut_mid_d,unknown
NODE_A117_length_4902_cov_8.796891_NL_19104_aut_mid_d,unknown
NODE_A117_length_5591_cov_18.150707_BE_16557_sum_mid_d,unknown
NODE_A117_length_8076_cov_5.036755_UK_14502_sum_mid_d,unknown
NODE_A118_length_2579_cov_5.429656_CH_17685_sum_mid_d,unknown
NODE_A1199_length_3134_cov_8.606150_NL_19104_spr_mid_d,unknown
NODE_A119_length_3321_cov_8.005549_BE_16563_aut_mid_d,unknown
NODE_A119_length_3980_cov_9.569306_NL_19103_aut_mid_d,unknown
NODE_A11_length_15146_cov_30.115867_DE_18032_sum_mid_d,unknown
NODE_A11_length_17643_cov_137.675508_UK_15140_sum_rec_d,unknown
NODE_A11_length_21326_cov_178.343737_NL_19103_sum_rec_d,unknown
NODE_A11_length_25860_cov_25.585929_BE_16560_spr_mid_d,unknown
NODE_A11_length_27940_cov_35.410150_FR_19768_sum_rec_d,unknown
NODE_A11_length_28988_cov_52.409464_NL_19102_spr_mid_d,unknown
NODE_A11_length_31357_cov_53.276822_NL_19101_spr_mid_d,unknown
NODE_A11_length_31484_cov_72.921960_NL_19103_spr_rec_d,unknown
NODE_A11_length_3201_cov_2.246159_FR_19769_aut_mid_d,unknown
NODE_A11_length_36928_cov_121.033269_CH_17688_aut_mid_d,unknown
NODE_A11_length_37438_cov_28.263135_NL_19104_spr_mid_d,unknown
NODE_A11_length_38036_cov_22.023262_UK_14502_sum_mid_d,unknown
NODE_A11_length_38091_cov_14.458515_CH_17687_aut_mid_d,unknown
NODE_A11_length_38784_cov_19.759992_PT_19413_sum_rec_d,unknown
NODE_A11_length_39491_cov_29.889024_NL_20378_spr_rec_d,unknown
NODE_A11_length_39832_cov_71.284442_BE_16556_sum_rec_d,unknown
NODE_A11_length_40423_cov_46.855574_NL_19104_aut_rec_d,unknown
NODE_A11_length_41861_cov_44.805811_BE_16560_aut_ile_d,unknown
NODE_A11_length_41962_cov_39.643428_NL_19103_spr_mid_d,unknown
NODE_A11_length_4285_cov_9.759981_CH_17692_aut_mid_d,unknown
NODE_A11_length_43452_cov_151.908104_BE_16556_aut_rec_d,unknown
NODE_A120_length_2366_cov_4.055046_NL_19102_aut_mid_d,unknown
NODE_A120_length_3964_cov_13.402110_NL_19103_aut_mid_d,unknown
NODE_A120_length_4163_cov_14.785120_BE_16562_sum_mid_d,unknown
NODE_A1214_length_2642_cov_5.872904_CH_17690_aut_rec_d,unknown
NODE_A121_length_2596_cov_80.461294_RO_26022_aut_mid_d,unknown
NODE_A121_length_3513_cov_6.315483_BE_16558_aut_mid_d,unknown
NODE_A121_length_3520_cov_15.900378_NL_20378_aut_rec_d,unknown
NODE_A122_length_3511_cov_6.493885_BE_16558_aut_mid_d,unknown
NODE_A122_length_4871_cov_15.687317_RO_17381_sum_mid_d,unknown
NODE_A122_length_5102_cov_19.109254_DE_18032_sum_mid_d,unknown
NODE_A1230_length_2619_cov_4.448072_CH_17690_aut_rec_d,unknown
NODE_A1234_length_3088_cov_12.599136_NL_19104_spr_mid_d,unknown
NODE_A1237_length_2611_cov_3.820047_CH_17690_aut_rec_d,unknown
NODE_A1239_length_2912_cov_4.719577_DE_18030_spr_rec_d,unknown
NODE_A123_length_3793_cov_27.944833_NL_19100_aut_mid_d,unknown
NODE_A1246_length_3100_cov_7.570625_CH_17687_aut_mid_d,unknown
NODE_A124_length_3064_cov_5.630064_BE_16561_aut_mid_d,unknown
NODE_A125_length_7210_cov_217.307164_UK_14502_sum_rec_d,unknown
NODE_A126_length_4664_cov_14.132112_DE_18029_spr_mid_d,unknown
NODE_A1278_length_2613_cov_2.893927_BE_16560_aut_ile_d,unknown
NODE_A127_length_2701_cov_8.892149_RO_17380_sum_mid_d,unknown
NODE_A127_length_2778_cov_2.576453_BE_16556_aut_mid_d,unknown
NODE_A127_length_3042_cov_5.048904_BE_16561_aut_mid_d,unknown
NODE_A127_length_4603_cov_14.319708_NL_19101_sum_mid_d,unknown
NODE_A127_length_4963_cov_5.876791_DE_18032_sum_mid_d,unknown
NODE_A128_length_4082_cov_4.263171_BE_16562_sum_mid_d,unknown
NODE_A128_length_4789_cov_12.001910_PT_19413_spr_mid_d,unknown
NODE_A129_length_3441_cov_19.930143_RO_17363_sum_mid_d,unknown
NODE_A129_length_3842_cov_5.419389_NL_19103_aut_mid_d,unknown
NODE_A12_length_18136_cov_2604.925799_CH_17687_sum_rec_d,unknown
NODE_A12_length_20854_cov_12.576166_DE_18029_spr_mid_d,unknown
NODE_A12_length_21068_cov_185.633367_CH_17690_sum_rec_d,unknown
NODE_A12_length_27361_cov_30.772614_DE_18030_spr_rec_d,unknown
NODE_A12_length_28024_cov_17.930154_BE_16558_spr_rec_d,unknown
NODE_A12_length_33392_cov_19.114753_FR_19767_sum_rec_d,unknown
NODE_A12_length_35388_cov_65.577327_CH_17688_aut_mid_d,unknown
NODE_A12_length_36568_cov_15.564413_NL_19104_spr_mid_d,unknown
NODE_A12_length_38095_cov_16.585433_BE_16563_sum_rec_d,unknown
NODE_A12_length_38214_cov_201.678370_PT_19413_sum_rec_d,unknown
NODE_A12_length_39490_cov_20.473905_NL_19104_spr_rec_d,unknown
NODE_A12_length_43259_cov_47.261544_BE_16556_aut_rec_d,unknown
NODE_A12_length_50347_cov_116.639845_NL_19100_aut_rec_d,unknown
NODE_A12_length_5970_cov_38.553708_NL_19104_sum_mid_d,unknown
NODE_A130_length_3009_cov_6.250000_BE_16561_aut_mid_d,unknown
NODE_A130_length_3839_cov_9.251196_NL_19103_aut_mid_d,unknown
NODE_A1327_length_3295_cov_66.901181_BE_16563_aut_rec_d,unknown
NODE_A132_length_2743_cov_4.516129_BE_16556_aut_mid_d,unknown
NODE_A132_length_9207_cov_11.592881_CH_17687_aut_mid_d,unknown
NODE_A133_length_2907_cov_2.409187_BE_16561_aut_mid_d,unknown
NODE_A1342_length_1306_cov_5.401139_BE_16562_sum_mid_d,unknown
NODE_A134_length_3126_cov_5.246966_BE_16558_aut_mid_d,unknown
NODE_A134_length_6984_cov_9.336615_CH_17690_aut_rec_d,unknown
NODE_A136_length_3076_cov_33.257086_RO_17363_spr_mid_d,unknown
NODE_A136_length_3390_cov_3.188047_RO_17363_sum_mid_d,unknown
NODE_A136_length_3704_cov_4.851668_NL_19103_aut_mid_d,unknown
NODE_A136_length_4850_cov_8.349466_DE_18032_sum_mid_d,unknown
NODE_A137_length_3907_cov_8.359530_PT_19410_aut_mid_d,unknown
NODE_A137_length_4510_cov_16.971802_DE_18029_spr_mid_d,unknown
NODE_A1382_length_2948_cov_8.571578_CH_17687_aut_mid_d,unknown
NODE_A138_length_2983_cov_4.790434_CH_17687_sum_mid_d,unknown
NODE_A138_length_4451_cov_26.647005_NL_19101_sum_mid_d,unknown
NODE_A139_length_3165_cov_21.105246_BE_16563_sum_mid_d,unknown
NODE_A139_length_4812_cov_17.675607_DE_18032_sum_mid_d,unknown
NODE_A13_length_20840_cov_28.412753_DE_18029_spr_mid_d,unknown
NODE_A13_length_28466_cov_161.804960_BE_16558_sum_mid_d,unknown
NODE_A13_length_2908_cov_3.102791_FR_19770_spr_mid_g,unknown
NODE_A13_length_29718_cov_15.228940_CH_17690_aut_mid_d,unknown
NODE_A13_length_32763_cov_31.725112_PT_19414_sum_rec_d,unknown
NODE_A13_length_36189_cov_32.623422_BE_16563_sum_rec_d,unknown
NODE_A13_length_36308_cov_21.637576_NL_19104_spr_mid_d,unknown
NODE_A13_length_37158_cov_30.935358_UK_14502_sum_mid_d,unknown
NODE_A13_length_37824_cov_50.742788_BE_16556_sum_rec_d,unknown
NODE_A13_length_41652_cov_29.468046_NL_19103_spr_mid_d,unknown
NODE_A13_length_43085_cov_19.629464_NL_19103_aut_rec_d,unknown
NODE_A13_length_4493_cov_15.900362_RO_17382_aut_mid_d,unknown
NODE_A13_length_4725_cov_9.243976_BE_16557_aut_mid_d,unknown
NODE_A140_length_2670_cov_3.954493_BE_16556_aut_mid_d,unknown
NODE_A140_length_2914_cov_4.026436_CH_17687_sum_mid_d,unknown
NODE_A140_length_4488_cov_15.288370_DE_18029_spr_mid_d,unknown
NODE_A140_length_4656_cov_35.774405_PT_19413_spr_mid_d,unknown
NODE_A140_length_4808_cov_21.575988_DE_18032_sum_mid_d,unknown
NODE_A140_length_6785_cov_33.444693_CH_17690_aut_rec_d,unknown
NODE_A141_length_2753_cov_5.317265_PT_19414_sum_mid_d,unknown
NODE_A141_length_2952_cov_5.311652_PT_19411_spr_mid_d,unknown
NODE_A141_length_3046_cov_6.245874_BE_16558_aut_mid_d,unknown
NODE_A142_length_2938_cov_6.884656_PT_19411_spr_mid_d,unknown
NODE_A142_length_3237_cov_3.329747_NL_19100_aut_mid_d,unknown
NODE_A143_length_2313_cov_2.838104_RO_26022_aut_mid_d,unknown
NODE_A143_length_3032_cov_11.696785_BE_16558_aut_mid_d,unknown
NODE_A143_length_3181_cov_13.797680_NL_19100_aut_mid_d,unknown
NODE_A143_length_4748_cov_123.046885_DE_18032_sum_mid_d,unknown
NODE_A144_length_2846_cov_5.465872_CH_17687_sum_mid_d,unknown
NODE_A144_length_3796_cov_24.239849_BE_16560_sum_mid_d,unknown
NODE_A144_length_4746_cov_21.183551_DE_18032_sum_mid_d,unknown
NODE_A1452_length_2888_cov_3.371754_CH_17687_aut_mid_d,unknown
NODE_A145_length_2637_cov_6.587891_PT_19412_sum_mid_d,unknown
NODE_A145_length_2999_cov_7.445585_BE_16558_aut_mid_d,unknown
NODE_A145_length_4414_cov_9.131888_NL_19104_aut_mid_d,unknown
NODE_A146_length_2796_cov_3.922766_BE_16561_aut_mid_d,unknown
NODE_A147_length_2710_cov_6.642613_PT_19413_sum_mid_d,unknown
NODE_A147_length_2792_cov_6.327808_BE_16561_aut_mid_d,unknown
NODE_A147_length_3474_cov_7.707978_UK_14501_sum_rec_d,unknown
NODE_A147_length_4696_cov_11.081619_DE_18032_sum_mid_d,unknown
NODE_A147_length_5275_cov_570.916891_NL_20378_spr_mid_d,unknown
NODE_A148_length_2657_cov_5.751938_BE_16558_spr_mid_d,unknown
NODE_A148_length_5252_cov_8.984541_NL_20378_spr_mid_d,unknown
NODE_A148_length_7572_cov_10.018412_NL_19102_spr_mid_d,unknown
NODE_A149_length_4667_cov_20.980828_DE_18032_sum_mid_d,unknown
NODE_A14_length_13431_cov_71.634866_RO_17382_sum_ile_d,unknown
NODE_A14_length_18903_cov_36.506321_BE_16560_spr_mid_d,unknown
NODE_A14_length_24332_cov_19.925253_DE_18030_spr_rec_d,unknown
NODE_A14_length_24645_cov_30.912610_NL_19104_sum_rec_d,unknown
NODE_A14_length_25344_cov_118.787945_PT_19407_spr_rec_d,unknown
NODE_A14_length_25690_cov_48.927263_UK_14498_aut_mid_d,unknown
NODE_A14_length_32631_cov_33.555846_PT_19414_sum_rec_d,unknown
NODE_A14_length_35378_cov_47.628849_CH_17687_aut_mid_d,unknown
NODE_A14_length_36594_cov_16.506969_UK_14502_sum_mid_d,unknown
NODE_A14_length_39209_cov_101.456966_NL_19104_aut_rec_d,unknown
NODE_A14_length_39982_cov_27.155344_NL_19103_aut_rec_d,unknown
NODE_A14_length_47987_cov_18.092569_NL_19100_aut_rec_d,unknown
NODE_A14_length_4799_cov_17.217069_FR_19769_spr_mid_d,unknown
NODE_A14_length_5571_cov_9.262468_NL_19104_sum_mid_d,unknown
NODE_A150_length_2519_cov_5.210483_PT_19412_spr_mid_d,unknown
NODE_A150_length_2952_cov_4.412870_BE_16558_aut_mid_d,unknown
NODE_A150_length_3054_cov_22.899563_NL_19100_aut_mid_d,unknown
NODE_A150_length_4354_cov_15.787935_NL_19104_aut_mid_d,unknown
NODE_A150_length_4666_cov_11.187405_DE_18032_sum_mid_d,unknown
NODE_A151_length_2517_cov_10.938525_PT_19412_spr_mid_d,unknown
NODE_A151_length_3001_cov_5.402189_NL_19100_aut_mid_d,unknown
NODE_A151_length_4310_cov_15.012993_DE_18028_aut_ile_g,unknown
NODE_A152_length_2990_cov_4.707518_NL_19100_aut_mid_d,unknown
NODE_A152_length_4341_cov_65.519231_NL_19101_sum_mid_d,unknown
NODE_A153_length_5419_cov_47.071509_BE_16560_spr_mid_d,unknown
NODE_A1549_length_2802_cov_304.857248_CH_17687_aut_mid_d,unknown
NODE_A154_length_4626_cov_11.121345_DE_18032_sum_mid_d,unknown
NODE_A154_length_4771_cov_6.948445_BE_16557_sum_mid_d,unknown
NODE_A155_length_2910_cov_9.635016_BE_16558_aut_mid_d,unknown
NODE_A156_length_2689_cov_5.825804_BE_16561_aut_mid_d,unknown
NODE_A156_length_4343_cov_4.394984_RO_17381_sum_mid_d,unknown
NODE_A157_length_4615_cov_32.221684_DE_18032_sum_mid_d,unknown
NODE_A158_length_2594_cov_3.419944_BE_16558_spr_mid_d,unknown
NODE_A158_length_2876_cov_6.415863_BE_16558_aut_mid_d,unknown
NODE_A158_length_4607_cov_15.844150_DE_18032_sum_mid_d,unknown
NODE_A159_length_4202_cov_10.827636_NL_19104_aut_mid_d,unknown
NODE_A159_length_4203_cov_7.437954_DE_18029_spr_mid_d,unknown
NODE_A15_length_13289_cov_47.045640_NL_19100_sum_mid_d,unknown
NODE_A15_length_14444_cov_15.490221_BE_16562_sum_mid_d,unknown
NODE_A15_length_21546_cov_255.013228_UK_14502_sum_rec_d,unknown
NODE_A15_length_24669_cov_19.900537_DE_18029_spr_rec_d,unknown
NODE_A15_length_27269_cov_71.020741_NL_19101_aut_rec_d,unknown
NODE_A15_length_27472_cov_29.730900_NL_19102_spr_mid_d,unknown
NODE_A15_length_29522_cov_18.608762_CH_17691_aut_ile_d,unknown
NODE_A15_length_37622_cov_17.205354_NL_19104_spr_rec_d,unknown
NODE_A15_length_38039_cov_13.103393_NL_19103_aut_rec_d,unknown
NODE_A15_length_38809_cov_21.571749_NL_19104_aut_rec_d,unknown
NODE_A15_length_44817_cov_41.562383_NL_19100_aut_rec_d,unknown
NODE_A15_length_5527_cov_6.317982_NL_19104_sum_mid_d,unknown
NODE_A160_length_4589_cov_27.097961_DE_18032_sum_mid_d,unknown
NODE_A161_length_3387_cov_5.175227_NL_19103_aut_mid_d,unknown
NODE_A161_length_4584_cov_13.726647_DE_18032_sum_mid_d,unknown
NODE_A161_length_7098_cov_14.320040_BE_16563_spr_ile_d,unknown
NODE_A1623_length_2342_cov_3.677263_BE_16560_aut_ile_d,unknown
NODE_A162_length_2528_cov_7.434925_BE_16556_aut_mid_d,unknown
NODE_A162_length_2581_cov_9.865016_PT_19414_sum_mid_d,unknown
NODE_A162_length_2862_cov_3.391741_BE_16558_aut_mid_d,unknown
NODE_A162_length_4581_cov_15.628330_DE_18032_sum_mid_d,unknown
NODE_A1637_length_2733_cov_6.195783_CH_17687_aut_mid_d,unknown
NODE_A163_length_2513_cov_15.023810_BE_16556_aut_mid_d,unknown
NODE_A163_length_2857_cov_6.678777_BE_16558_aut_mid_d,unknown
NODE_A163_length_4697_cov_16.935931_BE_16557_sum_mid_d,unknown
NODE_A165_length_2527_cov_20.028163_BE_16558_spr_mid_d,unknown
NODE_A165_length_2611_cov_19.515391_BE_16561_aut_mid_d,unknown
NODE_A165_length_2935_cov_5.978656_DE_18033_aut_mid_d,unknown
NODE_A165_length_4574_cov_22.620636_DE_18032_sum_mid_d,unknown
NODE_A166_length_4160_cov_12.549106_NL_19101_sum_mid_d,unknown
NODE_A166_length_4646_cov_41.831254_BE_16556_spr_mid_d,unknown
NODE_A1670_length_2705_cov_3.813166_CH_17687_aut_mid_d,unknown
NODE_A167_length_2857_cov_9.083453_NL_19100_aut_mid_d,unknown
NODE_A167_length_4103_cov_16.606309_DE_18029_spr_mid_d,unknown
NODE_A168_length_4565_cov_18.908422_DE_18032_sum_mid_d,unknown
NODE_A16_length_15085_cov_95.161714_NL_19101_sum_mid_d,unknown
NODE_A16_length_22669_cov_65.851452_DE_18030_spr_rec_d,unknown
NODE_A16_length_25800_cov_9.843992_BE_16562_aut_mid_d,unknown
NODE_A16_length_2771_cov_4.187825_FR_19769_aut_mid_d,unknown
NODE_A16_length_27950_cov_17.883507_CH_17691_aut_ile_d,unknown
NODE_A16_length_28256_cov_43.762944_CH_17687_aut_mid_d,unknown
NODE_A16_length_31118_cov_51.749654_BE_16560_sum_rec_d,unknown
NODE_A16_length_32618_cov_23.048124_NL_19103_spr_mid_d,unknown
NODE_A16_length_32831_cov_50.480155_BE_16563_sum_rec_d,unknown
NODE_A16_length_33978_cov_24.819179_UK_14502_sum_mid_d,unknown
NODE_A16_length_36939_cov_42.205171_NL_19104_spr_rec_d,unknown
NODE_A16_length_42766_cov_13.281243_NL_19100_aut_rec_d,unknown
NODE_A16_length_4325_cov_12.056262_NL_19101_aut_mid_d,unknown
NODE_A170_length_4102_cov_5.617640_NL_19101_sum_mid_d,unknown
NODE_A171_length_2596_cov_3.066693_BE_16561_aut_mid_d,unknown
NODE_A171_length_4291_cov_9.385619_NL_19100_sum_mid_d,unknown
NODE_A171_length_4545_cov_12.207028_DE_18032_sum_mid_d,unknown
NODE_A173_length_4526_cov_15.803551_DE_18032_sum_mid_d,unknown
NODE_A173_length_6214_cov_12.284667_CH_17690_aut_rec_d,unknown
NODE_A1748_length_2640_cov_7.006243_CH_17687_aut_mid_d,unknown
NODE_A174_length_2583_cov_2.980846_BE_16561_aut_mid_d,unknown
NODE_A174_length_3305_cov_29.078060_NL_19103_aut_mid_d,unknown
NODE_A174_length_4521_cov_126.980198_DE_18032_sum_mid_d,unknown
NODE_A174_length_4601_cov_32.727233_BE_16557_sum_mid_d,unknown
NODE_A174_length_6208_cov_27.006198_CH_17690_aut_rec_d,unknown
NODE_A175_length_4599_cov_40.312472_BE_16557_sum_mid_d,unknown
NODE_A176_length_7873_cov_16.070549_NL_19104_spr_mid_d,unknown
NODE_A177_length_2396_cov_6.307891_BE_16556_aut_mid_d,unknown
NODE_A177_length_3314_cov_30.276800_BE_16560_sum_mid_d,unknown
NODE_A177_length_4515_cov_17.029518_DE_18032_sum_mid_d,unknown
NODE_A178_length_4581_cov_13.152087_BE_16557_sum_mid_d,unknown
NODE_A179_length_3424_cov_7.452943_UK_14498_aut_mid_d,unknown
NODE_A179_length_4581_cov_7.690053_BE_16557_sum_mid_d,unknown
NODE_A17_length_10453_cov_53.441121_RO_17381_sum_mid_d,unknown
NODE_A17_length_17673_cov_5904.313746_BE_16563_sum_ile_d,unknown
NODE_A17_length_17932_cov_1422.652422_PT_19407_aut_rec_d,unknown
NODE_A17_length_27038_cov_44.658507_CH_17687_aut_mid_d,unknown
NODE_A17_length_30039_cov_134.462820_PT_19414_sum_rec_d,unknown
NODE_A17_length_32529_cov_27.617312_NL_19104_spr_mid_d,unknown
NODE_A17_length_33446_cov_14.134886_UK_14502_sum_mid_d,unknown
NODE_A17_length_36814_cov_33.665324_NL_19104_spr_rec_d,unknown
NODE_A181_length_4503_cov_23.620877_DE_18032_sum_mid_d,unknown
NODE_A182_length_2672_cov_5.393064_BE_16558_aut_mid_d,unknown
NODE_A182_length_4503_cov_7.561907_DE_18032_sum_mid_d,unknown
NODE_A183_length_2652_cov_5.930097_BE_16558_aut_mid_d,unknown
NODE_A184_length_2492_cov_4.988406_BE_16561_aut_mid_d,unknown
NODE_A184_length_4476_cov_39.800637_DE_18032_sum_mid_d,unknown
NODE_A185_length_1971_cov_16.487328_RO_26022_aut_mid_d,unknown
NODE_A185_length_2491_cov_4.000829_BE_16561_aut_mid_d,unknown
NODE_A1860_length_2553_cov_14.965267_CH_17687_aut_mid_d,unknown
NODE_A186_length_5540_cov_13.271280_CH_17692_sum_rec_d,unknown
NODE_A187_length_2662_cov_6.556286_NL_19100_aut_mid_d,unknown
NODE_A187_length_3162_cov_4.570827_NL_19103_aut_mid_d,unknown
NODE_A187_length_4454_cov_79.864976_DE_18032_sum_mid_d,unknown
NODE_A188_length_4346_cov_16.926915_BE_16556_spr_mid_d,unknown
NODE_A188_length_4448_cov_37.345916_DE_18032_sum_mid_d,unknown
NODE_A189_length_2593_cov_2.952305_RO_17363_spr_mid_d,unknown
NODE_A189_length_4457_cov_17.916210_BE_16557_sum_mid_d,unknown
NODE_A18_length_13259_cov_11.766120_RO_17378_aut_rec_d,unknown
NODE_A18_length_14276_cov_43.905416_BE_16557_sum_mid_d,unknown
NODE_A18_length_16760_cov_20.929869_NL_19104_aut_ile_d,unknown
NODE_A18_length_18070_cov_1018.693214_CH_17687_aut_rec_d,unknown
NODE_A18_length_22556_cov_24.694292_PT_19412_spr_rec_d,unknown
NODE_A18_length_23733_cov_17.651082_BE_16562_aut_mid_d,unknown
NODE_A18_length_25156_cov_127.876749_NL_19103_spr_rec_d,unknown
NODE_A18_length_27850_cov_23.563281_NL_19104_spr_mid_d,unknown
NODE_A18_length_30266_cov_46.884329_NL_19103_spr_mid_d,unknown
NODE_A18_length_30965_cov_39.835017_BE_16556_aut_rec_d,unknown
NODE_A18_length_31132_cov_24.992884_PT_19407_sum_rec_d,unknown
NODE_A18_length_39704_cov_19.760870_NL_19100_aut_rec_d,unknown
NODE_A18_length_4210_cov_4.129688_NL_19101_aut_mid_d,unknown
NODE_A18_length_4376_cov_76.045825_CH_17685_aut_mid_d,unknown
NODE_A18_length_4417_cov_7.661521_BE_16557_aut_mid_d,unknown
NODE_A190_length_4442_cov_9.434593_DE_18032_sum_mid_d,unknown
NODE_A190_length_4451_cov_8.696616_BE_16557_sum_mid_d,unknown
